title,rank,date,artist,url,region,chart,trend,streams
Rockabye (feat. Sean Paul & Anne-Marie),4,2017-01-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Czech Republic,top200,SAME_POSITION,5416
Don't Wanna Know,5,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Czech Republic,top200,MOVE_UP,4865
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",6,2017-01-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Czech Republic,top200,MOVE_UP,4620
Heathens,7,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Czech Republic,top200,MOVE_UP,4522
Call On Me - Ryan Riback Extended Remix,8,2017-01-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Czech Republic,top200,MOVE_UP,4407
Say You Won't Let Go,9,2017-01-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Czech Republic,top200,MOVE_UP,4332
My Way,10,2017-01-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Czech Republic,top200,SAME_POSITION,4282
Just Hold On,11,2017-01-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Czech Republic,top200,MOVE_UP,4081
In the Name of Love,12,2017-01-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Czech Republic,top200,MOVE_UP,4053
I Feel It Coming,13,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Czech Republic,top200,MOVE_DOWN,3932
All We Know,14,2017-01-01,"The Chainsmokers, Phoebe Ryan",https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,Czech Republic,top200,MOVE_UP,3838
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",15,2017-01-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Czech Republic,top200,MOVE_DOWN,3799
Cheap Thrills,16,2017-01-01,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Czech Republic,top200,MOVE_DOWN,3684
Black Beatles,17,2017-01-01,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Czech Republic,top200,MOVE_UP,3607
Cold Water (feat. Justin Bieber & MØ),18,2017-01-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Czech Republic,top200,MOVE_UP,3582
One Dance,19,2017-01-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Czech Republic,top200,MOVE_DOWN,3581
Treat You Better,20,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Czech Republic,top200,MOVE_DOWN,3572
Starving,21,2017-01-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Czech Republic,top200,SAME_POSITION,3519
Alone,22,2017-01-01,Alan Walker,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,Czech Republic,top200,MOVE_UP,3516
Mercy,23,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Czech Republic,top200,MOVE_UP,3502
All Night,24,2017-01-01,"The Vamps, Matoma",https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,Czech Republic,top200,MOVE_DOWN,3500
Don't Let Me Down (feat. Daya),25,2017-01-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Czech Republic,top200,MOVE_DOWN,3269
24K Magic,26,2017-01-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Czech Republic,top200,MOVE_DOWN,3219
Bad Things (with Camila Cabello),27,2017-01-01,Machine Gun Kelly,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,Czech Republic,top200,MOVE_DOWN,3160
Stressed Out,28,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Czech Republic,top200,MOVE_UP,2849
Fake Love,29,2017-01-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Czech Republic,top200,MOVE_UP,2838
Side To Side,30,2017-01-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Czech Republic,top200,MOVE_UP,2787
Now and Later,31,2017-01-01,Sage The Gemini,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,Czech Republic,top200,MOVE_UP,2770
Work from Home (feat. Ty Dolla $ign),32,2017-01-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Czech Republic,top200,MOVE_DOWN,2653
Ride,33,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,Czech Republic,top200,MOVE_UP,2631
Love Me Now,34,2017-01-01,John Legend,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,Czech Republic,top200,MOVE_UP,2614
The Mack,35,2017-01-01,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Czech Republic,top200,MOVE_UP,2573
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",36,2017-01-01,Lil Wayne,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,Czech Republic,top200,MOVE_UP,2545
By Your Side,37,2017-01-01,"Jonas Blue, RAYE",https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,Czech Republic,top200,MOVE_UP,2515
I Took A Pill In Ibiza - Seeb Remix,38,2017-01-01,Mike Posner,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,Czech Republic,top200,MOVE_UP,2492
I Would Like,39,2017-01-01,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Czech Republic,top200,MOVE_UP,2473
Lot to Learn,40,2017-01-01,Luke Christopher,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,Czech Republic,top200,MOVE_UP,2364
Scars To Your Beautiful,41,2017-01-01,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Czech Republic,top200,MOVE_UP,2361
This Is What You Came For (feat. Rihanna),42,2017-01-01,Calvin Harris,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,Czech Republic,top200,MOVE_DOWN,2353
We Don't Talk Anymore (feat. Selena Gomez),43,2017-01-01,Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Czech Republic,top200,MOVE_UP,2230
Weak,44,2017-01-01,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Czech Republic,top200,MOVE_UP,2202
Shed a Light,45,2017-01-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Czech Republic,top200,MOVE_UP,2179
Faded,46,2017-01-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Czech Republic,top200,MOVE_UP,2146
All Time Low,47,2017-01-01,Jon Bellion,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,Czech Republic,top200,MOVE_UP,2122
Sexual,48,2017-01-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Czech Republic,top200,MOVE_UP,2018
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),49,2017-01-01,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Czech Republic,top200,MOVE_UP,2001
"How Far I'll Go - From ""Moana""",50,2017-01-01,Alessia Cara,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,Czech Republic,top200,MOVE_UP,1999
Love Yourself,51,2017-01-01,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Czech Republic,top200,MOVE_DOWN,1984
Hear Me Now,52,2017-01-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Czech Republic,top200,MOVE_UP,1962
Sunset Lover,53,2017-01-01,Petit Biscuit,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,Czech Republic,top200,MOVE_UP,1951
Perfect Strangers,54,2017-01-01,"Jonas Blue, JP Cooper",https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,Czech Republic,top200,MOVE_UP,1949
Human,55,2017-01-01,Rag'n'Bone Man,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,Czech Republic,top200,MOVE_UP,1899
Solo Dance,56,2017-01-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Czech Republic,top200,MOVE_UP,1837
The Ocean (feat. Shy Martin),57,2017-01-01,Mike Perry,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,Czech Republic,top200,MOVE_UP,1818
Light It Up (feat. Nyla & Fuse ODG) - Remix,58,2017-01-01,Major Lazer,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,Czech Republic,top200,MOVE_UP,1817
Chantaje (feat. Maluma),59,2017-01-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Czech Republic,top200,MOVE_DOWN,1805
Vielä1,64,2017-01-01,Vesta,https://open.spotify.com/track/4XgWfdMfVtOId8jO3y0tnm,Finland,top200,MOVE_UP,10262
Dynamite (feat. Pretty Sister),60,2017-01-01,Nause,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,Czech Republic,top200,MOVE_UP,1797
Hymn for the Weekend - Seeb Remix,61,2017-01-01,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,Czech Republic,top200,MOVE_UP,1788
Trust Nobody (feat. Selena Gomez & Tory Lanez),62,2017-01-01,Cashmere Cat,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,Czech Republic,top200,MOVE_UP,1772
Make Me (Cry),63,2017-01-01,"Noah Cyrus, Labrinth",https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,Czech Republic,top200,MOVE_UP,1752
Lost on You,64,2017-01-01,LP,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,Czech Republic,top200,MOVE_UP,1749
7 Years,65,2017-01-01,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,Czech Republic,top200,MOVE_UP,1727
Lighthouse - Andrelli Remix,66,2017-01-01,Hearts & Colors,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,Czech Republic,top200,MOVE_UP,1723
Sorry,67,2017-01-01,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,Czech Republic,top200,MOVE_UP,1723
Cake By The Ocean,68,2017-01-01,DNCE,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,Czech Republic,top200,MOVE_DOWN,1698
The Greatest (feat. Kendrick Lamar),69,2017-01-01,Sia,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,Czech Republic,top200,MOVE_UP,1694
Panda,70,2017-01-01,Desiigner,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,Czech Republic,top200,MOVE_UP,1693
Setting Fires,71,2017-01-01,"The Chainsmokers, XYLØ",https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,Czech Republic,top200,MOVE_UP,1692
Send My Love (To Your New Lover),72,2017-01-01,Adele,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,Czech Republic,top200,MOVE_DOWN,1679
Sex,73,2017-01-01,"Cheat Codes, Kris Kross Amsterdam",https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,Czech Republic,top200,SAME_POSITION,1674
Into You,74,2017-01-01,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,Czech Republic,top200,MOVE_DOWN,1661
The Greatest,75,2017-01-01,Sia,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,Czech Republic,top200,MOVE_DOWN,1612
I Got You,76,2017-01-01,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,Czech Republic,top200,MOVE_UP,1585
"Me, Myself & I",77,2017-01-01,"G-Eazy, Bebe Rexha",https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,Czech Republic,top200,MOVE_UP,1564
Wake Up Where You Are,78,2017-01-01,State of Sound,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,Czech Republic,top200,MOVE_UP,1530
Fast Car,79,2017-01-01,"Jonas Blue, Dakota",https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,Czech Republic,top200,MOVE_UP,1506
Final Song,80,2017-01-01,MØ,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,Czech Republic,top200,MOVE_UP,1485
Sofia,81,2017-01-01,Alvaro Soler,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,Czech Republic,top200,MOVE_UP,1480
Capsize,82,2017-01-01,"FRENSHIP, Emily Warren",https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,Czech Republic,top200,MOVE_UP,1466
Light,83,2017-01-01,San Holo,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,Czech Republic,top200,MOVE_UP,1436
Lean On (feat. MØ & DJ Snake),84,2017-01-01,Major Lazer,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,Czech Republic,top200,MOVE_UP,1410
Would I Lie to You - Radio Edit,85,2017-01-01,"David Guetta, Cedric Gervais, Chris Willis",https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,Czech Republic,top200,MOVE_UP,1405
Party Monster,86,2017-01-01,The Weeknd,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,Czech Republic,top200,MOVE_UP,1380
Hello,87,2017-01-01,Adele,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,Czech Republic,top200,MOVE_UP,1371
This Girl (Kungs Vs. Cookin' On 3 Burners),88,2017-01-01,Kungs,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,Czech Republic,top200,MOVE_UP,1367
Oh Lord,89,2017-01-01,MiC LOWRY,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls,Czech Republic,top200,MOVE_UP,1357
"i hate u, i love u (feat. olivia o'brien)",90,2017-01-01,gnash,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,Czech Republic,top200,MOVE_UP,1339
Some Kind Of Drug (feat. Marc E. Bassy),91,2017-01-01,G-Eazy,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,Czech Republic,top200,MOVE_UP,1335
Taped up Heart (feat. Clara Mae),92,2017-01-01,KREAM,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,Czech Republic,top200,MOVE_UP,1330
Never Be Like You,93,2017-01-01,"Flume, kai",https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,Czech Republic,top200,MOVE_DOWN,1329
Photograph,94,2017-01-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Czech Republic,top200,MOVE_UP,1322
Not Going Home (feat. Gia Koka),95,2017-01-01,"DVBBS, CMC$",https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,Czech Republic,top200,MOVE_UP,1317
Work,96,2017-01-01,"Rihanna, Drake",https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,Czech Republic,top200,MOVE_UP,1316
No Money,97,2017-01-01,Galantis,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,Czech Republic,top200,MOVE_UP,1309
Please Don't Go,98,2017-01-01,Joel Adams,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy,Czech Republic,top200,MOVE_UP,1307
Broccoli (feat. Lil Yachty),99,2017-01-01,Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,Czech Republic,top200,MOVE_UP,1298
Ain't No Mountain High Enough,100,2017-01-01,"Marvin Gaye, Tammi Terrell",https://open.spotify.com/track/2H3ZUSE54pST4ubRd5FzFR,Czech Republic,top200,MOVE_DOWN,1276
Can't Hold Us - feat. Ray Dalton,101,2017-01-01,Macklemore & Ryan Lewis,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,Czech Republic,top200,MOVE_DOWN,1271
Wherever I Go,102,2017-01-01,OneRepublic,https://open.spotify.com/track/46jLy47W8rkf8rEX04gMKB,Czech Republic,top200,MOVE_UP,1258
Billie Jean,103,2017-01-01,Michael Jackson,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,Czech Republic,top200,MOVE_DOWN,1239
Thinking out Loud,104,2017-01-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Czech Republic,top200,MOVE_UP,1238
Lush Life,105,2017-01-01,Zara Larsson,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,Czech Republic,top200,MOVE_UP,1238
Sugar (feat. Francesco Yates),106,2017-01-01,Robin Schulz,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,Czech Republic,top200,MOVE_UP,1237
Water Under the Bridge,107,2017-01-01,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Czech Republic,top200,MOVE_UP,1226
Bad and Boujee (feat. Lil Uzi Vert),108,2017-01-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,Czech Republic,top200,MOVE_DOWN,1222
Somebody Else,109,2017-01-01,VÉRITÉ,https://open.spotify.com/track/34i4yxPrHWquuR4kjiivFO,Czech Republic,top200,MOVE_UP,1219
Ain't My Fault,110,2017-01-01,Zara Larsson,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,Czech Republic,top200,MOVE_UP,1213
Miss You,111,2017-01-01,James Hersey,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje,Czech Republic,top200,MOVE_UP,1200
Sing Me to Sleep,112,2017-01-01,Alan Walker,https://open.spotify.com/track/2Fjz5ZC5BvFdCqcnTZ3ilH,Czech Republic,top200,MOVE_UP,1186
I Want You Back,113,2017-01-01,The Jackson 5,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z,Czech Republic,top200,MOVE_DOWN,1170
Million Reasons,114,2017-01-01,Lady Gaga,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,Czech Republic,top200,MOVE_UP,1162
Asio,115,2017-01-01,"Ben Cristovao, The Glowsticks",https://open.spotify.com/track/0hMmdL64r14D1m9yjRyv7U,Czech Republic,top200,MOVE_UP,1157
"Happy - From ""Despicable Me 2""",116,2017-01-01,Pharrell Williams,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg,Czech Republic,top200,MOVE_DOWN,1122
Pumped Up Kicks,117,2017-01-01,Foster The People,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,Czech Republic,top200,MOVE_DOWN,1109
Radioactive,118,2017-01-01,Imagine Dragons,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB,Czech Republic,top200,MOVE_UP,1090
What Do You Mean?,119,2017-01-01,Justin Bieber,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,Czech Republic,top200,MOVE_UP,1084
Hymn for the Weekend,120,2017-01-01,Coldplay,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,Czech Republic,top200,MOVE_UP,1082
Love on Me,121,2017-01-01,"Galantis, Hook N Sling",https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,Czech Republic,top200,MOVE_UP,1071
September Song,122,2017-01-01,JP Cooper,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,Czech Republic,top200,MOVE_UP,1071
Please Tell Rosie,123,2017-01-01,"Alle Farben, Younotus",https://open.spotify.com/track/2IDDQFHRf9iH35jeL89uNs,Czech Republic,top200,MOVE_UP,1062
Only One - Radio Edit,124,2017-01-01,"Sigala, Digital Farm Animals",https://open.spotify.com/track/5ev0Z2lFzmhjlQCWpRAWiG,Czech Republic,top200,MOVE_DOWN,1054
Stay (feat. Maty Noyes),125,2017-01-01,Kygo,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,Czech Republic,top200,MOVE_UP,1048
Gold,126,2017-01-01,Kiiara,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,Czech Republic,top200,MOVE_UP,1036
Let Me Hold You (Turn Me On),127,2017-01-01,"Dante Klein, Cheat Codes",https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,Czech Republic,top200,MOVE_UP,1033
"Still Falling For You - From ""Bridget Jones's Baby""",128,2017-01-01,Ellie Goulding,https://open.spotify.com/track/638fKB27P7UAmu3Aq0vEJ3,Czech Republic,top200,MOVE_UP,1033
Demons,129,2017-01-01,Imagine Dragons,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e,Czech Republic,top200,MOVE_UP,1031
Stitches,130,2017-01-01,Shawn Mendes,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,Czech Republic,top200,MOVE_UP,1031
My House,131,2017-01-01,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,Czech Republic,top200,MOVE_UP,1025
It's Gotta Be You,132,2017-01-01,Isaiah Firebrace,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,Czech Republic,top200,MOVE_UP,1020
Shout Out to My Ex,133,2017-01-01,Little Mix,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,Czech Republic,top200,MOVE_UP,1019
Don't Stop Me Now - Remastered 2011,134,2017-01-01,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,Czech Republic,top200,MOVE_DOWN,1019
Roses (feat. ROZES),135,2017-01-01,The Chainsmokers,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,Czech Republic,top200,MOVE_UP,1018
Purple Lamborghini (with Rick Ross),136,2017-01-01,Skrillex,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ,Czech Republic,top200,MOVE_DOWN,1011
Rockabye (feat. Sean Paul & Anne-Marie),1,2017-01-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Denmark,top200,SAME_POSITION,50956
Ked Af Det,2,2017-01-01,Gulddreng,https://open.spotify.com/track/2rt7ngjBKXKufIVz2xmVMd,Denmark,top200,MOVE_UP,50360
KranAlarm,3,2017-01-01,"Jesu Brødre, ADHD",https://open.spotify.com/track/6nCNkAMUW0zmJfcN0dbx92,Denmark,top200,SAME_POSITION,45434
Helwa,4,2017-01-01,Gilli,https://open.spotify.com/track/7uXAWHUWb9XiR7tXoLw4uD,Denmark,top200,MOVE_UP,44174
Starboy,5,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Denmark,top200,MOVE_UP,43664
Call On Me - Ryan Riback Extended Remix,6,2017-01-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Denmark,top200,MOVE_DOWN,43582
Say You Won't Let Go,7,2017-01-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Denmark,top200,SAME_POSITION,42353
I Feel It Coming,8,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Denmark,top200,SAME_POSITION,34601
Pakker Bar,9,2017-01-01,NODE,https://open.spotify.com/track/6hJRDlsnRK5o53tbhNC9VU,Denmark,top200,MOVE_UP,33180
Black Beatles,10,2017-01-01,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Denmark,top200,MOVE_UP,32893
Closer,11,2017-01-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Denmark,top200,MOVE_DOWN,31486
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",12,2017-01-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Denmark,top200,MOVE_UP,31180
Model,13,2017-01-01,Gulddreng,https://open.spotify.com/track/7Gf2vkf59IaWPu3Kb5Tdmx,Denmark,top200,MOVE_DOWN,30631
Solo Dance,14,2017-01-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Denmark,top200,MOVE_DOWN,30480
Cold Water (feat. Justin Bieber & MØ),15,2017-01-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Denmark,top200,MOVE_DOWN,29650
Giv Mig Noget,16,2017-01-01,Jimilian,https://open.spotify.com/track/4mpF85WbMQXxo9RKObQsv8,Denmark,top200,MOVE_UP,29474
For Evigt Ung,17,2017-01-01,Sleiman,https://open.spotify.com/track/71QQob1CUAwvN4pfC7jkLM,Denmark,top200,SAME_POSITION,29336
Ik' Min Skyld,18,2017-01-01,Blak,https://open.spotify.com/track/5XGu9XtnsuhAkhdWbjunr2,Denmark,top200,MOVE_DOWN,29238
Nede Mette,19,2017-01-01,Blak,https://open.spotify.com/track/1VsK3ZmpeWWNECZSzKL3rl,Denmark,top200,MOVE_DOWN,28638
Human,20,2017-01-01,Rag'n'Bone Man,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,Denmark,top200,MOVE_UP,28272
Now and Later,21,2017-01-01,Sage The Gemini,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,Denmark,top200,MOVE_DOWN,27790
Don't Wanna Know,22,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Denmark,top200,MOVE_UP,26756
Se Mig Nu,23,2017-01-01,Gulddreng,https://open.spotify.com/track/4pHxNkqJZYRkGlJrzuvN0y,Denmark,top200,MOVE_UP,25818
Nemt,24,2017-01-01,Gulddreng,https://open.spotify.com/track/6q6rXNIA69aPAACcZMaU1I,Denmark,top200,MOVE_UP,25345
Drikker For Lidt,25,2017-01-01,Gulddreng,https://open.spotify.com/track/3Gb3nqifjuqRomranzhh99,Denmark,top200,MOVE_UP,25010
Fake Love,26,2017-01-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Denmark,top200,MOVE_UP,24405
I Would Like,27,2017-01-01,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Denmark,top200,MOVE_DOWN,23866
Mercy,28,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Denmark,top200,MOVE_UP,23851
Let Me Love You,29,2017-01-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Denmark,top200,SAME_POSITION,23478
Sexual,30,2017-01-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Denmark,top200,MOVE_UP,23267
Klip,31,2017-01-01,"Jimilian, Blak",https://open.spotify.com/track/1JIKww0T1sRpXayUTaHmST,Denmark,top200,MOVE_DOWN,23001
